id,name,host_id,host_name,neighbourhood_cleansed,room_type,price,minimum_nights,number_of_reviews
7639,City Conda,1167,Charlie,Neighbourhood A,Private room,260,3,122
7640,Cozy Apt,1269,Diana,Neighbourhood A,Entire home/apt,218,19,242
7641,Shared Dorm,1987,Elon,Neighbourhood B,Shared room,286,23,290
7642,Luxury Villa,1970,Diana,Neighbourhood A,Hotel room,149,2,104
7643,Beach House,1069,Diana,Neighbourhood C,Private room,315,9,102
7644,Shared Dorm,1317,Charlie,Neighbourhood C,Entire home/apt,302,9,207
7645,Cozy Apt,1375,Elon,Neighbourhood D,Hotel room,436,7,148
7646,City Conda,1088,Diana,Neighbourhood C,Private room,387,25,192
7647,Luxury Villa,1700,Charlie,Neighbourhood C,Entire home/apt,407,16,221
7648,Shared Dorm,1256,Diana,Neighbourhood B,Shared room,181,27,46
7649,Beach House,1216,Charlie,Neighbourhood C,Private room,115,6,166
7650,Cozy Apt,1449,Elon,Neighbourhood A,Entire home/apt,354,9,86
7651,Cozy Apt,1893,Bob,Neighbourhood A,Private room,374,26,225
7652,Shared Dorm,1543,Charlie,Neighbourhood C,Entire home/apt,465,13,119
7653,Beach House,1140,Charlie,Neighbourhood D,Shared room,356,2,247
7654,Cozy Apt,1160,Diana,Neighbourhood D,Shared room,275,14,143
7655,Luxury Villa,1031,Elon,Neighbourhood D,Entire home/apt,343,5,232
7656,Cozy Apt,1823,Alice,Neighbourhood C,Hotel room,435,11,2
7657,Beach House,1151,Alice,Neighbourhood D,Shared room,344,15,236
7658,City Conda,1858,Bob,Neighbourhood C,Private room,457,6,257
7659,City Conda,1259,Elon,Neighbourhood A,Shared room,322,28,25
7660,Shared Dorm,1727,Charlie,Neighbourhood D,Private room,191,6,17
7661,Beach House,1278,Alice,Neighbourhood D,Shared room,129,16,295
7662,Cozy Apt,1284,Bob,Neighbourhood D,Shared room,398,27,130
7663,Cozy Apt,1609,Elon,Neighbourhood A,Private room,214,20,16
7664,City Conda,1916,Bob,Neighbourhood C,Shared room,470,29,257
7665,City Conda,1541,Alice,Neighbourhood A,Private room,453,4,69
7666,Luxury Villa,1601,Diana,Neighbourhood A,Private room,305,5,184
7667,City Conda,1147,Diana,Neighbourhood B,Shared room,46,6,48
7668,Luxury Villa,1655,Elon,Neighbourhood D,Shared room,465,28,75
7669,Cozy Apt,1066,Bob,Neighbourhood C,Private room,289,13,276
7670,Luxury Villa,1944,Charlie,Neighbourhood C,Entire home/apt,476,14,15
7671,Luxury Villa,1868,Alice,Neighbourhood B,Shared room,274,24,5
7672,Shared Dorm,1569,Diana,Neighbourhood B,Hotel room,335,28,33
7673,City Conda,1999,Diana,Neighbourhood A,Shared room,367,13,58
7674,Luxury Villa,1939,Bob,Neighbourhood B,Entire home/apt,79,10,66
7675,Cozy Apt,1792,Diana,Neighbourhood C,Entire home/apt,301,17,254
7676,Beach House,1278,Bob,Neighbourhood C,Shared room,264,24,296
7677,Luxury Villa,1747,Alice,Neighbourhood C,Shared room,101,18,156
7678,City Conda,1442,Bob,Neighbourhood A,Hotel room,346,27,31
7679,Shared Dorm,1896,Diana,Neighbourhood D,Shared room,73,7,9
7680,Cozy Apt,1864,Bob,Neighbourhood D,Entire home/apt,431,4,191
7681,Shared Dorm,1398,Diana,Neighbourhood A,Hotel room,335,24,218
7682,Beach House,1127,Elon,Neighbourhood C,Shared room,109,22,76
7683,Luxury Villa,1336,Diana,Neighbourhood C,Hotel room,315,21,19
7684,Luxury Villa,1481,Diana,Neighbourhood A,Hotel room,78,16,155
7685,City Conda,1720,Diana,Neighbourhood A,Entire home/apt,127,10,26
7686,Luxury Villa,1947,Elon,Neighbourhood B,Entire home/apt,434,26,152
7687,Cozy Apt,1185,Charlie,Neighbourhood A,Private room,435,21,284
7688,Beach House,1168,Diana,Neighbourhood D,Entire home/apt,460,20,115
7689,Shared Dorm,1683,Charlie,Neighbourhood A,Private room,54,19,249
7690,Beach House,1259,Alice,Neighbourhood C,Entire home/apt,243,3,44
7691,Luxury Villa,1716,Bob,Neighbourhood C,Entire home/apt,85,19,285
7692,Shared Dorm,1963,Charlie,Neighbourhood C,Private room,284,23,293
7693,City Conda,1646,Alice,Neighbourhood D,Private room,477,24,287
7694,Beach House,1557,Bob,Neighbourhood D,Private room,185,13,70
7695,Shared Dorm,1506,Diana,Neighbourhood B,Hotel room,190,8,162
7696,Shared Dorm,1520,Diana,Neighbourhood A,Private room,223,18,75
7697,Shared Dorm,1470,Diana,Neighbourhood B,Hotel room,33,19,4
7698,Cozy Apt,1160,Elon,Neighbourhood A,Hotel room,493,18,106
7699,Beach House,1288,Elon,Neighbourhood A,Private room,297,22,118
7700,Shared Dorm,1339,Elon,Neighbourhood D,Private room,430,27,286
7701,Beach House,1899,Elon,Neighbourhood C,Private room,65,19,96
7702,Shared Dorm,1832,Alice,Neighbourhood A,Entire home/apt,45,22,180
7703,City Conda,1501,Alice,Neighbourhood D,Entire home/apt,436,4,0
7704,City Conda,1105,Diana,Neighbourhood B,Private room,485,13,85
7705,City Conda,1801,Bob,Neighbourhood C,Shared room,406,12,64
7706,Luxury Villa,1474,Elon,Neighbourhood B,Private room,166,15,102
7707,Shared Dorm,1852,Bob,Neighbourhood B,Shared room,107,26,23
7708,Luxury Villa,1599,Alice,Neighbourhood D,Entire home/apt,340,15,150
7709,Beach House,1462,Elon,Neighbourhood C,Entire home/apt,102,10,252
7710,Luxury Villa,1482,Alice,Neighbourhood A,Shared room,349,22,6
7711,Beach House,1703,Alice,Neighbourhood B,Entire home/apt,460,29,3
7712,Beach House,1152,Charlie,Neighbourhood A,Private room,274,19,250
7713,Beach House,1822,Alice,Neighbourhood C,Shared room,375,21,181
7714,Luxury Villa,1648,Diana,Neighbourhood D,Shared room,257,8,103
7715,Shared Dorm,1784,Alice,Neighbourhood D,Hotel room,224,19,51
7716,Luxury Villa,1148,Elon,Neighbourhood D,Entire home/apt,275,25,81
7717,Shared Dorm,1187,Diana,Neighbourhood A,Shared room,423,9,47
7718,Shared Dorm,1652,Alice,Neighbourhood A,Shared room,118,29,216
7719,Beach House,1130,Diana,Neighbourhood C,Shared room,289,7,181
7720,Luxury Villa,1451,Alice,Neighbourhood A,Entire home/apt,315,8,242
7721,Shared Dorm,1515,Diana,Neighbourhood D,Shared room,168,9,219
7722,City Conda,1490,Bob,Neighbourhood B,Shared room,80,17,207
7723,Shared Dorm,1475,Charlie,Neighbourhood B,Private room,176,15,126
7724,City Conda,1262,Diana,Neighbourhood B,Private room,271,16,181
7725,Luxury Villa,1537,Elon,Neighbourhood D,Hotel room,426,7,295
7726,Luxury Villa,1458,Charlie,Neighbourhood A,Shared room,470,10,34
7727,Luxury Villa,1535,Charlie,Neighbourhood B,Entire home/apt,416,19,279
7728,Shared Dorm,1777,Alice,Neighbourhood A,Hotel room,397,6,162
7729,Cozy Apt,1740,Diana,Neighbourhood A,Hotel room,363,25,202
7730,Shared Dorm,1780,Charlie,Neighbourhood D,Hotel room,487,12,161
7731,Shared Dorm,1636,Elon,Neighbourhood A,Shared room,451,15,229
7732,Beach House,1683,Elon,Neighbourhood A,Hotel room,261,10,3
7733,Beach House,1745,Elon,Neighbourhood D,Entire home/apt,56,27,77
7734,Shared Dorm,1294,Alice,Neighbourhood C,Private room,373,24,151
7735,City Conda,1914,Bob,Neighbourhood B,Private room,237,18,115
7736,Beach House,1434,Diana,Neighbourhood B,Shared room,167,4,35
7737,Shared Dorm,1274,Charlie,Neighbourhood A,Entire home/apt,403,11,290
7738,Cozy Apt,1587,Diana,Neighbourhood C,Entire home/apt,466,5,284
7739,City Conda,1307,Charlie,Neighbourhood D,Entire home/apt,184,13,35
7740,Luxury Villa,1725,Alice,Neighbourhood A,Shared room,36,10,54
7741,Shared Dorm,1942,Diana,Neighbourhood D,Entire home/apt,144,22,48
7742,Shared Dorm,1996,Alice,Neighbourhood B,Private room,121,29,54
7743,City Conda,1375,Alice,Neighbourhood D,Entire home/apt,375,7,259
7744,Beach House,1157,Diana,Neighbourhood B,Entire home/apt,111,11,129
7745,Beach House,1813,Diana,Neighbourhood D,Shared room,42,4,87
7746,Beach House,1203,Charlie,Neighbourhood D,Hotel room,101,4,269
7747,Luxury Villa,1988,Elon,Neighbourhood C,Hotel room,120,5,125
7748,City Conda,1660,Alice,Neighbourhood D,Shared room,217,25,184
7749,City Conda,1074,Bob,Neighbourhood A,Shared room,427,9,29
7750,Beach House,1379,Charlie,Neighbourhood C,Shared room,134,1,207
7751,Beach House,1740,Charlie,Neighbourhood A,Shared room,329,29,7
7752,Cozy Apt,1303,Elon,Neighbourhood D,Entire home/apt,483,16,141
7753,Cozy Apt,1061,Elon,Neighbourhood D,Entire home/apt,113,5,211
7754,Shared Dorm,1569,Alice,Neighbourhood C,Hotel room,57,5,283
7755,Shared Dorm,1785,Charlie,Neighbourhood B,Shared room,308,7,131
7756,City Conda,1107,Charlie,Neighbourhood C,Shared room,41,8,101
7757,City Conda,1186,Bob,Neighbourhood B,Entire home/apt,437,19,282
7758,Luxury Villa,1986,Alice,Neighbourhood B,Shared room,336,1,74
7759,Luxury Villa,1228,Alice,Neighbourhood D,Private room,393,18,99
7760,Cozy Apt,1047,Elon,Neighbourhood A,Entire home/apt,179,22,231
7761,Shared Dorm,1830,Alice,Neighbourhood C,Private room,347,11,290
7762,Cozy Apt,1267,Bob,Neighbourhood C,Entire home/apt,55,22,235
7763,Cozy Apt,1726,Alice,Neighbourhood D,Entire home/apt,243,27,268
7764,Shared Dorm,1801,Diana,Neighbourhood D,Entire home/apt,343,29,54
7765,Luxury Villa,1253,Diana,Neighbourhood C,Hotel room,484,16,253
7766,Shared Dorm,1956,Bob,Neighbourhood C,Hotel room,428,21,214
7767,Beach House,1869,Elon,Neighbourhood A,Entire home/apt,269,11,298
7768,Beach House,1086,Charlie,Neighbourhood D,Entire home/apt,251,21,298
7769,Beach House,1180,Alice,Neighbourhood A,Entire home/apt,97,9,295
7770,City Conda,1024,Elon,Neighbourhood D,Entire home/apt,291,27,158
7771,Luxury Villa,1957,Elon,Neighbourhood D,Shared room,140,7,258
7772,Luxury Villa,1387,Alice,Neighbourhood A,Shared room,159,22,227
7773,City Conda,1221,Charlie,Neighbourhood B,Shared room,188,15,144
7774,Cozy Apt,1989,Alice,Neighbourhood B,Hotel room,309,11,79
7775,Beach House,1396,Charlie,Neighbourhood B,Private room,320,23,38
7776,Beach House,1937,Bob,Neighbourhood D,Entire home/apt,332,19,193
7777,Cozy Apt,1510,Charlie,Neighbourhood A,Shared room,60,29,196
7778,Shared Dorm,1560,Elon,Neighbourhood B,Shared room,118,7,96
7779,Shared Dorm,1845,Bob,Neighbourhood C,Shared room,485,16,245
7780,Luxury Villa,1439,Diana,Neighbourhood B,Entire home/apt,361,3,75
7781,City Conda,1174,Bob,Neighbourhood A,Entire home/apt,147,16,252
7782,Luxury Villa,1903,Charlie,Neighbourhood D,Private room,159,8,277
7783,Shared Dorm,1310,Bob,Neighbourhood A,Hotel room,236,26,7
7784,Cozy Apt,1983,Bob,Neighbourhood D,Private room,389,10,198
7785,Luxury Villa,1273,Diana,Neighbourhood A,Entire home/apt,88,9,251
7786,Beach House,1034,Charlie,Neighbourhood A,Private room,125,3,17
7787,Beach House,1216,Elon,Neighbourhood C,Shared room,348,7,241
7788,Cozy Apt,1720,Bob,Neighbourhood B,Private room,275,8,252
7789,Shared Dorm,1671,Alice,Neighbourhood B,Shared room,488,3,3
7790,Beach House,1407,Elon,Neighbourhood A,Private room,174,16,236
7791,Beach House,1518,Bob,Neighbourhood B,Shared room,339,22,178
7792,City Conda,1268,Elon,Neighbourhood C,Private room,154,29,11
7793,Luxury Villa,1637,Alice,Neighbourhood A,Hotel room,434,14,292
7794,Shared Dorm,1474,Elon,Neighbourhood B,Private room,51,7,257
7795,Luxury Villa,1879,Elon,Neighbourhood B,Entire home/apt,410,4,258
7796,Shared Dorm,1324,Alice,Neighbourhood D,Entire home/apt,382,6,84
7797,Beach House,1355,Alice,Neighbourhood B,Shared room,401,7,294
7798,City Conda,1089,Alice,Neighbourhood B,Entire home/apt,468,12,111
7799,Luxury Villa,1041,Diana,Neighbourhood D,Shared room,314,7,205
7800,Beach House,1364,Alice,Neighbourhood A,Hotel room,236,27,221
7801,Shared Dorm,1670,Elon,Neighbourhood A,Entire home/apt,434,1,17
7802,Luxury Villa,1201,Alice,Neighbourhood C,Entire home/apt,287,18,12
7803,Luxury Villa,1365,Bob,Neighbourhood D,Shared room,327,11,269
7804,Beach House,1793,Alice,Neighbourhood A,Hotel room,81,11,40
7805,Luxury Villa,1981,Alice,Neighbourhood B,Hotel room,67,17,39
7806,City Conda,1843,Charlie,Neighbourhood B,Private room,416,25,88
7807,City Conda,1287,Elon,Neighbourhood B,Shared room,182,12,100
7808,Beach House,1602,Elon,Neighbourhood C,Shared room,362,23,218
7809,Shared Dorm,1480,Bob,Neighbourhood A,Hotel room,245,27,214
7810,Beach House,1636,Diana,Neighbourhood D,Shared room,475,23,9
7811,City Conda,1500,Charlie,Neighbourhood A,Entire home/apt,252,19,216
7812,Cozy Apt,1637,Bob,Neighbourhood D,Entire home/apt,172,21,120
7813,Cozy Apt,1051,Bob,Neighbourhood D,Entire home/apt,483,18,162
7814,Luxury Villa,1915,Elon,Neighbourhood A,Shared room,134,21,151
7815,Luxury Villa,1102,Charlie,Neighbourhood B,Private room,39,24,83
7816,Cozy Apt,1360,Elon,Neighbourhood B,Private room,486,13,201
7817,City Conda,1423,Diana,Neighbourhood D,Hotel room,271,10,49
7818,Luxury Villa,1698,Elon,Neighbourhood B,Shared room,405,19,148
7819,Beach House,1204,Alice,Neighbourhood C,Hotel room,412,4,219
7820,Beach House,1013,Elon,Neighbourhood C,Shared room,143,24,154
7821,City Conda,1939,Alice,Neighbourhood D,Private room,262,15,96
7822,Luxury Villa,1615,Bob,Neighbourhood B,Entire home/apt,98,18,98
7823,Beach House,1628,Diana,Neighbourhood D,Shared room,394,1,185
7824,Luxury Villa,1469,Alice,Neighbourhood C,Private room,73,19,133
7825,Luxury Villa,1465,Diana,Neighbourhood C,Private room,198,2,146
7826,Beach House,1303,Elon,Neighbourhood C,Private room,240,10,112
7827,Cozy Apt,1604,Elon,Neighbourhood A,Entire home/apt,305,18,16
7828,Beach House,1426,Bob,Neighbourhood C,Private room,136,4,33
7829,City Conda,1655,Elon,Neighbourhood B,Hotel room,450,29,61
7830,Shared Dorm,1109,Alice,Neighbourhood A,Private room,196,29,195
7831,Beach House,1674,Bob,Neighbourhood C,Private room,234,22,86
7832,Luxury Villa,1564,Diana,Neighbourhood B,Shared room,148,10,122
7833,Luxury Villa,1929,Bob,Neighbourhood C,Shared room,138,26,253
7834,Beach House,1514,Diana,Neighbourhood B,Shared room,483,21,126
7835,Shared Dorm,1067,Charlie,Neighbourhood B,Private room,268,4,161
7836,Beach House,1245,Alice,Neighbourhood C,Private room,37,24,171
7837,Shared Dorm,1388,Alice,Neighbourhood C,Hotel room,72,27,251
7838,Shared Dorm,1649,Diana,Neighbourhood A,Entire home/apt,423,21,8
7839,City Conda,1307,Elon,Neighbourhood C,Private room,326,18,250
7840,Luxury Villa,1924,Elon,Neighbourhood B,Entire home/apt,161,20,238
7841,Luxury Villa,1351,Charlie,Neighbourhood D,Private room,235,23,34
7842,Shared Dorm,1798,Diana,Neighbourhood A,Entire home/apt,417,4,265
7843,Luxury Villa,1065,Charlie,Neighbourhood B,Shared room,309,15,103
7844,Cozy Apt,1459,Diana,Neighbourhood B,Private room,268,22,156
7845,Shared Dorm,1346,Charlie,Neighbourhood D,Hotel room,306,18,173
7846,Luxury Villa,1324,Diana,Neighbourhood C,Entire home/apt,423,9,197
7847,Cozy Apt,1932,Alice,Neighbourhood B,Shared room,75,20,210
7848,City Conda,1666,Charlie,Neighbourhood D,Hotel room,227,29,217
7849,Luxury Villa,1598,Charlie,Neighbourhood D,Shared room,493,17,200
7850,Cozy Apt,1032,Diana,Neighbourhood C,Private room,150,3,232
7851,Beach House,1067,Bob,Neighbourhood D,Hotel room,329,13,115
7852,Beach House,1186,Bob,Neighbourhood D,Entire home/apt,249,7,76
7853,Cozy Apt,1191,Alice,Neighbourhood D,Entire home/apt,385,14,217
7854,Shared Dorm,1212,Elon,Neighbourhood D,Hotel room,318,26,52
7855,Shared Dorm,1599,Elon,Neighbourhood D,Entire home/apt,123,25,83
7856,Luxury Villa,1427,Alice,Neighbourhood D,Shared room,321,6,257
7857,Beach House,1350,Elon,Neighbourhood B,Hotel room,182,14,131
7858,Shared Dorm,1107,Diana,Neighbourhood A,Entire home/apt,42,14,198
7859,Shared Dorm,1239,Bob,Neighbourhood C,Shared room,452,29,274
7860,Beach House,1215,Alice,Neighbourhood A,Entire home/apt,236,14,82
7861,City Conda,1176,Diana,Neighbourhood C,Shared room,284,20,248
7862,Shared Dorm,1564,Alice,Neighbourhood A,Private room,451,18,68
7863,Cozy Apt,1329,Bob,Neighbourhood C,Shared room,187,9,141
7864,Luxury Villa,1560,Elon,Neighbourhood D,Entire home/apt,299,12,139
7865,Shared Dorm,1880,Diana,Neighbourhood A,Shared room,335,14,273
7866,Shared Dorm,1625,Bob,Neighbourhood A,Entire home/apt,97,24,256
7867,City Conda,1449,Alice,Neighbourhood C,Hotel room,286,23,3
7868,Cozy Apt,1606,Charlie,Neighbourhood C,Hotel room,218,16,267
7869,Luxury Villa,1446,Diana,Neighbourhood B,Private room,32,2,89
7870,Shared Dorm,1536,Alice,Neighbourhood D,Shared room,266,16,14
7871,Luxury Villa,1643,Alice,Neighbourhood D,Private room,463,18,135
7872,Beach House,1178,Bob,Neighbourhood B,Hotel room,474,24,219
7873,Shared Dorm,1394,Alice,Neighbourhood C,Shared room,449,9,285
7874,Shared Dorm,1144,Diana,Neighbourhood D,Shared room,161,25,181
7875,Beach House,1875,Diana,Neighbourhood C,Private room,200,8,126
7876,City Conda,1961,Alice,Neighbourhood D,Private room,299,1,125
7877,Shared Dorm,1197,Bob,Neighbourhood A,Shared room,118,5,194
7878,Luxury Villa,1968,Diana,Neighbourhood A,Shared room,132,7,197
7879,Cozy Apt,1836,Charlie,Neighbourhood D,Shared room,154,10,217
7880,Luxury Villa,1083,Elon,Neighbourhood D,Private room,96,22,7
7881,City Conda,1668,Bob,Neighbourhood D,Entire home/apt,292,11,230
7882,Cozy Apt,1084,Bob,Neighbourhood B,Hotel room,37,12,190
7883,Luxury Villa,1456,Elon,Neighbourhood D,Hotel room,73,1,92
7884,Luxury Villa,1475,Elon,Neighbourhood B,Private room,477,26,144
7885,Beach House,1252,Diana,Neighbourhood B,Shared room,164,6,15
7886,City Conda,1886,Alice,Neighbourhood A,Hotel room,277,4,112
7887,Beach House,1071,Alice,Neighbourhood D,Hotel room,333,3,195
7888,Cozy Apt,1222,Charlie,Neighbourhood A,Hotel room,347,4,204
7889,Beach House,1275,Alice,Neighbourhood A,Hotel room,54,24,67
7890,City Conda,1794,Charlie,Neighbourhood B,Shared room,494,27,126
7891,Shared Dorm,1775,Charlie,Neighbourhood C,Private room,403,6,159
7892,Shared Dorm,1245,Bob,Neighbourhood B,Shared room,225,25,151
7893,Cozy Apt,1340,Bob,Neighbourhood A,Shared room,221,5,283
7894,Shared Dorm,1572,Diana,Neighbourhood B,Hotel room,398,27,150
7895,Beach House,1923,Elon,Neighbourhood B,Hotel room,431,9,62
7896,Cozy Apt,1470,Elon,Neighbourhood B,Shared room,151,4,183
7897,City Conda,1453,Charlie,Neighbourhood D,Shared room,289,14,212
7898,Cozy Apt,1770,Elon,Neighbourhood B,Shared room,430,15,72
7899,Cozy Apt,1964,Charlie,Neighbourhood A,Entire home/apt,76,28,283
7900,Luxury Villa,1968,Elon,Neighbourhood B,Hotel room,403,4,153
7901,Luxury Villa,1006,Diana,Neighbourhood D,Private room,238,22,187
7902,Cozy Apt,1187,Bob,Neighbourhood A,Private room,330,14,59
7903,Shared Dorm,1003,Bob,Neighbourhood B,Private room,118,29,255
7904,Luxury Villa,1742,Charlie,Neighbourhood A,Entire home/apt,471,10,182
7905,City Conda,1644,Elon,Neighbourhood D,Entire home/apt,32,27,24
7906,Beach House,1906,Alice,Neighbourhood C,Private room,425,7,24
7907,Luxury Villa,1124,Diana,Neighbourhood D,Private room,174,18,37
7908,Cozy Apt,1014,Elon,Neighbourhood D,Private room,403,20,99
7909,Shared Dorm,1959,Alice,Neighbourhood A,Shared room,51,15,146
7910,Beach House,1993,Diana,Neighbourhood A,Hotel room,68,29,279
7911,Luxury Villa,1524,Diana,Neighbourhood C,Entire home/apt,324,8,54
7912,Shared Dorm,1629,Bob,Neighbourhood C,Entire home/apt,136,9,71
7913,Shared Dorm,1239,Charlie,Neighbourhood C,Shared room,129,5,242
7914,Shared Dorm,1774,Elon,Neighbourhood D,Entire home/apt,301,6,126
7915,Cozy Apt,1359,Diana,Neighbourhood D,Private room,258,26,253
7916,City Conda,1517,Elon,Neighbourhood C,Entire home/apt,464,12,67
7917,Shared Dorm,1951,Diana,Neighbourhood C,Shared room,403,7,152
7918,Beach House,1319,Bob,Neighbourhood C,Hotel room,314,7,148
7919,Luxury Villa,1230,Charlie,Neighbourhood B,Private room,235,15,225
7920,Beach House,1945,Alice,Neighbourhood B,Entire home/apt,100,19,179
7921,Cozy Apt,1029,Alice,Neighbourhood C,Private room,198,13,2
7922,Cozy Apt,1533,Bob,Neighbourhood D,Hotel room,214,18,288
7923,Beach House,1920,Diana,Neighbourhood A,Entire home/apt,441,10,200
7924,City Conda,1155,Bob,Neighbourhood D,Private room,362,8,6
7925,Cozy Apt,1629,Charlie,Neighbourhood A,Shared room,237,25,154
7926,Cozy Apt,1851,Alice,Neighbourhood C,Shared room,434,11,256
7927,Beach House,1934,Elon,Neighbourhood B,Hotel room,417,8,167
7928,Cozy Apt,1962,Alice,Neighbourhood B,Hotel room,411,8,162
7929,City Conda,1900,Charlie,Neighbourhood A,Hotel room,384,15,294
7930,City Conda,1704,Diana,Neighbourhood C,Entire home/apt,401,2,10
7931,City Conda,1398,Bob,Neighbourhood B,Hotel room,300,27,130
7932,Luxury Villa,1345,Alice,Neighbourhood C,Entire home/apt,466,20,204
7933,City Conda,1194,Alice,Neighbourhood C,Private room,375,22,91
7934,City Conda,1167,Elon,Neighbourhood A,Shared room,459,24,110
7935,Luxury Villa,1376,Bob,Neighbourhood C,Private room,164,13,289
7936,Shared Dorm,1488,Elon,Neighbourhood C,Shared room,175,18,246
7937,Cozy Apt,1750,Elon,Neighbourhood A,Hotel room,374,12,60
7938,City Conda,1361,Diana,Neighbourhood B,Private room,178,8,109
7939,Cozy Apt,1481,Alice,Neighbourhood D,Private room,145,17,231
7940,Beach House,1243,Bob,Neighbourhood C,Hotel room,421,27,124
7941,Cozy Apt,1580,Diana,Neighbourhood A,Private room,216,6,202
7942,Luxury Villa,1606,Diana,Neighbourhood B,Entire home/apt,49,16,270
7943,Cozy Apt,1588,Diana,Neighbourhood C,Shared room,367,24,259
7944,Cozy Apt,1170,Charlie,Neighbourhood D,Hotel room,402,24,22
7945,Cozy Apt,1512,Charlie,Neighbourhood B,Entire home/apt,496,28,199
7946,Shared Dorm,1405,Diana,Neighbourhood A,Entire home/apt,273,27,79
7947,Shared Dorm,1573,Charlie,Neighbourhood C,Hotel room,96,23,271
7948,Beach House,1206,Bob,Neighbourhood A,Private room,468,23,52
7949,Luxury Villa,1153,Alice,Neighbourhood D,Shared room,91,14,265
7950,Cozy Apt,1785,Bob,Neighbourhood D,Entire home/apt,303,27,52
7951,Cozy Apt,1047,Alice,Neighbourhood A,Private room,376,10,271
7952,Cozy Apt,1648,Charlie,Neighbourhood C,Hotel room,492,27,227
7953,Cozy Apt,1000,Bob,Neighbourhood A,Hotel room,139,28,179
7954,Shared Dorm,1746,Elon,Neighbourhood B,Shared room,85,25,199
7955,Beach House,1904,Diana,Neighbourhood A,Hotel room,114,2,191
7956,City Conda,1767,Alice,Neighbourhood D,Shared room,435,13,22
7957,Luxury Villa,1406,Alice,Neighbourhood C,Hotel room,293,1,39
7958,Cozy Apt,1106,Elon,Neighbourhood C,Hotel room,424,28,229
7959,Beach House,1172,Elon,Neighbourhood D,Entire home/apt,136,18,17
7960,City Conda,1505,Diana,Neighbourhood D,Private room,41,14,221
7961,Beach House,1129,Charlie,Neighbourhood B,Entire home/apt,205,3,163
7962,Shared Dorm,1397,Bob,Neighbourhood D,Shared room,388,15,168
7963,City Conda,1293,Bob,Neighbourhood D,Entire home/apt,348,9,0
7964,Beach House,1551,Bob,Neighbourhood D,Hotel room,56,26,253
7965,Shared Dorm,1446,Charlie,Neighbourhood C,Hotel room,320,13,198
7966,Beach House,1849,Diana,Neighbourhood D,Private room,159,23,211
7967,Beach House,1015,Bob,Neighbourhood A,Shared room,256,5,169
7968,City Conda,1638,Alice,Neighbourhood A,Hotel room,165,5,151
7969,Shared Dorm,1884,Alice,Neighbourhood C,Private room,49,22,64
7970,Cozy Apt,1348,Alice,Neighbourhood B,Private room,293,2,17
7971,Luxury Villa,1202,Elon,Neighbourhood B,Hotel room,476,1,89
7972,City Conda,1133,Elon,Neighbourhood C,Hotel room,353,27,13
7973,Shared Dorm,1770,Charlie,Neighbourhood A,Shared room,188,17,18
7974,Beach House,1525,Bob,Neighbourhood C,Private room,189,19,81
7975,Shared Dorm,1507,Elon,Neighbourhood D,Private room,426,17,248
7976,Luxury Villa,1065,Alice,Neighbourhood C,Private room,371,9,108
7977,Luxury Villa,1479,Elon,Neighbourhood B,Shared room,55,10,6
7978,Cozy Apt,1862,Alice,Neighbourhood A,Private room,110,29,1
7979,Cozy Apt,1458,Bob,Neighbourhood B,Entire home/apt,442,15,262
7980,Luxury Villa,1341,Charlie,Neighbourhood B,Entire home/apt,405,13,27
7981,City Conda,1706,Diana,Neighbourhood A,Private room,499,29,285
7982,City Conda,1625,Diana,Neighbourhood D,Entire home/apt,47,21,253
7983,Beach House,1158,Alice,Neighbourhood A,Entire home/apt,98,25,84
7984,Cozy Apt,1160,Elon,Neighbourhood A,Shared room,425,21,200
7985,Beach House,1253,Elon,Neighbourhood C,Private room,159,17,291
7986,Cozy Apt,1983,Alice,Neighbourhood A,Shared room,455,27,277
7987,Luxury Villa,1896,Bob,Neighbourhood C,Private room,164,28,77
7988,City Conda,1939,Alice,Neighbourhood B,Hotel room,332,23,209
7989,City Conda,1526,Bob,Neighbourhood A,Entire home/apt,408,7,125
7990,Luxury Villa,1548,Charlie,Neighbourhood D,Shared room,247,4,9
7991,Beach House,1154,Charlie,Neighbourhood C,Shared room,339,3,239
7992,Beach House,1485,Alice,Neighbourhood C,Hotel room,44,1,277
7993,Shared Dorm,1431,Charlie,Neighbourhood D,Hotel room,215,7,169
7994,Cozy Apt,1026,Elon,Neighbourhood C,Entire home/apt,446,5,168
7995,Beach House,1011,Bob,Neighbourhood C,Entire home/apt,224,26,256
7996,Luxury Villa,1066,Diana,Neighbourhood D,Private room,220,17,249
7997,Beach House,1541,Diana,Neighbourhood B,Private room,263,17,183
7998,City Conda,1095,Charlie,Neighbourhood A,Hotel room,461,15,228
7999,Cozy Apt,1214,Bob,Neighbourhood A,Entire home/apt,95,3,202
8000,Shared Dorm,1193,Elon,Neighbourhood A,Entire home/apt,110,3,171
8001,Cozy Apt,1646,Diana,Neighbourhood A,Hotel room,478,2,80
8002,City Conda,1289,Elon,Neighbourhood A,Hotel room,65,8,48
8003,City Conda,1543,Elon,Neighbourhood A,Shared room,264,13,214
8004,City Conda,1884,Diana,Neighbourhood C,Hotel room,46,28,176
8005,City Conda,1038,Diana,Neighbourhood A,Shared room,31,24,94
8006,Luxury Villa,1863,Charlie,Neighbourhood C,Private room,62,6,117
8007,Shared Dorm,1938,Bob,Neighbourhood D,Hotel room,378,5,97
